id,character,readings,shapes,components,strokes,radical_reading,radical_character,drawing,unicode
8663,芾,phí phất,⿱,艹巿,7.0,thảo,艸,一丨丨一丨フ丨,U+82BE
8664,芿,nhứng,⿱,艹仍,7.0,thảo,艸,一丨丨ノ丨フノ,U+82BF
8665,苐,đệ,⿱,艹𢎨,8.0,thảo,艸,一丨丨フ一フ丨ノ,U+82D0
8666,苕,thiều điều,⿱,艹召,8.0,thảo,艸,一丨丨フノ丨フ一,U+82D5
8667,苢,dĩ,⿱,艹㠯,8.0,thảo,艸,一丨丨丨フ一フ一,U+82E2
8668,苪,bính,⿱,艸丙一冂人,8.0,thảo,艸,一丨丨一丨フノ丶,U+82EA
8669,苯,bản bổn,⿱,艹本,8.0,thảo,艸,一丨丨一丨ノ丶一,U+82EF
8670,苶,niết,⿱,艹尒,8.0,thảo,艸,一丨丨ノ丶丨ノ丶,U+82F6
8671,苷,đại,⿱,艹甘,8.0,thảo,艸,一丨丨一丨丨一一,U+82F7
8672,苽,cô,⿱,艹瓜,8.0,thảo,艸,一丨丨ノノフ丶丶,U+82FD
8673,苾,bật tất,⿱,艹必,8.0,thảo,艸,一丨丨丶フ丶ノ丶,U+82FE
8674,茀,bột phất,⿱,艹弗,8.0,thảo,艸,一丨丨フ一フノ丨,U+8300
8675,茁,truất,⿱,艹出,8.0,thảo,艸,一丨丨フ丨丨フ丨,U+8301
8676,茇,bái bát bạt,⿱,艹犮,8.0,thảo,艸,一丨丨一ノフ丶丶,U+8307
8677,茈,sài,⿱,艹此,9.0,thảo,艸,一丨丨丨一丨一ノフ,U+8308
8678,荔,lệ,⿱,艹劦,9.0,thảo,艸,一丨丨フノフノフノ,U+8354
8679,茞,chỉ thần,⿱,艹臣,9.0,thảo,艸,一丨丨一丨フ一丨フ,U+831E
8680,茢,liệt,⿱,艹列,9.0,thảo,艸,一丨丨一ノフ丶丨丨,U+8322
8681,茬,tra,⿱,艹在,9.0,thảo,艸,一丨丨一ノ丨一丨一,U+832C
8682,茭,giao hảo kích,⿱,艹交,9.0,thảo,艸,一丨丨丶一ノ丶ノ丶,U+832D
8683,茷,bái phệ,⿱,艹伐,9.0,thảo,艸,一丨丨ノ丨一フノ丶,U+8337
8684,荃,thuyên,⿱,艹全,9.0,thảo,艸,一丨丨ノ丶一一丨一,U+8343
8685,荄,cai,⿱,艹亥,9.0,thảo,艸,一丨丨丶一フノノ丶,U+8344
8686,荇,hạnh,⿱,艹行,9.0,thảo,艸,一丨丨ノノ丨一一丨,U+8347
8687,荍,kiều,⿱,艹收,9.0,thảo,艸,一丨丨フ丨ノ一ノ丶,U+834D
